"gs_id","gs_pmid","gs_name","name","gs_description","ensembl_gene","gene_symbol","excel_gene_symbol","entrez_gene","ensembl_in_ref","symbol_in_ref"
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000197885","NKIRAS1","'NKIRAS1",28512,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000136448","NMT1","'NMT1",4836,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000127083","OMD","'OMD",4958,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000229314","ORM1","'ORM1",5004,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000150593","PDCD4","'PDCD4",27250,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000133027","PEMT","'PEMT",10400,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000142655","PEX14","'PEX14",5195,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000170525","PFKFB3","'PFKFB3",5209,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000141959","PFKL","'PFKL",5211,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000079739","PGM1","'PGM1",5236,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000019144","PHLDB1","'PHLDB1",23187,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000107537","PHYH","'PHYH",5264,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000198355","PIM3","'PIM3",415116,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000147872","PLIN2","'PLIN2",123,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000127948","POR","'POR",5447,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000132170","PPARG","'PPARG",5468,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000138032","PPM1B","'PPM1B",5495,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000158615","PPP1R15B","'PPP1R15B",84919,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000165672","PRDX3","'PRDX3",10935,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000138073","PREB","'PREB",10113,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000132300","PTCD3","'PTCD3",55037,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000050628","PTGER3","'PTGER3",5733,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000151552","QDPR","'QDPR",5860,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000109113","RAB34","'RAB34",83871,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000129625","REEP5","'REEP5",7905,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000115255","REEP6","'REEP6",92840,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000104918","RETN","'RETN",56729,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000042445","RETSAT","'RETSAT",54884,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000101782","RIOK3","'RIOK3",8780,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000137824","RMDN3","'RMDN3",55177,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000123091","RNF11","'RNF11",26994,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000124782","RREB1","'RREB1",6239,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000133318","RTN3","'RTN3",10313,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000100347","SAMM50","'SAMM50",25813,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000073060","SCARB1","'SCARB1",949,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000116171","SCP2","'SCP2",6342,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000117118","SDHB","'SDHB",6390,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000143252","SDHC","'SDHC",6391,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000173638","SLC19A1","'SLC19A1",6573,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000105281","SLC1A5","'SLC1A5",6510,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000100075","SLC25A1","'SLC25A1",6576,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000183048","SLC25A10","'SLC25A10",1468,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000130304","SLC27A1","'SLC27A1",376497,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000138074","SLC5A6","'SLC5A6",8884,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000162976","SLC66A3","'SLC66A3",130814,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000173267","SNCG","'SNCG",6623,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000142168","SOD1","'SOD1",6647,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000095637","SORBS1","'SORBS1",10580,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000198142","SOWAHC","'SOWAHC",65124,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000152583","SPARCL1","'SPARCL1",8404,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000137767","SQOR","'SQOR",58472,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000123096","SSPN","'SSPN",8082,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000126561","STAT5A","'STAT5A",6776,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000148175","STOM","'STOM",2040,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000163541","SUCLG1","'SUCLG1",8802,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000196502","SULT1A1","'SULT1A1",6817,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000177156","TALDO1","'TALDO1",6888,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000136560","TANK","'TANK",10010,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000163931","TKT","'TKT",7086,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000141232","TOB1","'TOB1",10140,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000128311","TST","'TST",7263,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000150991","UBC","'UBC",7316,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000135018","UBQLN1","'UBQLN1",29979,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000130717","UCK1","'UCK1",83549,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000175567","UCP2","'UCP2",7351,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000184076","UQCR10","'UQCR10",29796,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000127540","UQCR11","'UQCR11",10975,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000010256","UQCRC1","'UQCRC1",7384,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000164405","UQCRQ","'UQCRQ",27089,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000173511","VEGFB","'VEGFB",7423,TRUE,TRUE
"M5905","26771021","HALLMARK_ADIPOGENESIS","ADIPOGENESIS","Genes up-regulated during adipocyte differentiation (adipogenesis).","ENSG00000170027","YWHAG","'YWHAG",7532,TRUE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000090861","AARS1","'AARS1",16,TRUE,FALSE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000164163","ABCE1","'ABCE1",6059,TRUE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000136754","ABI1","'ABI1",10006,TRUE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000087085","ACHE","'ACHE",43,TRUE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000121989","ACVR2A","'ACVR2A",92,TRUE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000142208","AKT1","'AKT1",207,TRUE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000166313","APBB1","'APBB1",322,TRUE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000166710","B2M","'B2M",567,TRUE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000273686","B2M","'B2M",567,FALSE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000060982","BCAT1","'BCAT1",586,TRUE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000142867","BCL10","'BCL10",8915,TRUE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000069399","BCL3","'BCL3",602,TRUE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000012048","BRCA1","'BRCA1",672,TRUE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000166278","C2","'C2",717,TRUE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000204364","C2","'C2",717,FALSE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000206372","C2","'C2",717,FALSE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000226560","C2","'C2",717,FALSE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000231543","C2","'C2",717,FALSE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000235017","C2","'C2",717,FALSE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000235696","C2","'C2",717,FALSE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000042493","CAPG","'CAPG",822,TRUE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000164326","CARTPT","'CARTPT",9607,TRUE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000172156","CCL11","'CCL11",6356,TRUE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000181374","CCL13","'CCL13",6357,TRUE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000172724","CCL19","'CCL19",6363,TRUE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000108691","CCL2","'CCL2",6347,TRUE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000102962","CCL22","'CCL22",6367,TRUE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000275302","CCL4","'CCL4",6351,TRUE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000275824","CCL4","'CCL4",6351,FALSE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000277943","CCL4","'CCL4",6351,FALSE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000271503","CCL5","'CCL5",6352,TRUE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000274233","CCL5","'CCL5",6352,FALSE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000108688","CCL7","'CCL7",6354,TRUE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000118971","CCND2","'CCND2",894,TRUE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000112576","CCND3","'CCND3",896,TRUE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000163823","CCR1","'CCR1",1230,TRUE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000121807","CCR2","'CCR2",729230,TRUE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000160791","CCR5","'CCR5",1234,TRUE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000158473","CD1D","'CD1D",912,TRUE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000116824","CD2","'CD2",914,TRUE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000198821","CD247","'CD247",919,TRUE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000178562","CD28","'CD28",940,TRUE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000167286","CD3D","'CD3D",915,TRUE,TRUE
"M5950","26771021","HALLMARK_ALLOGRAFT_REJECTION","ALLOGRAFT_REJECTION","Genes up-regulated during transplant rejection.","ENSG00000198851","CD3E","'CD3E",916,TRUE,TRUE
